emp_no,first_name,last_name,title,from_date,to_date,birth_date
455284,Luisa,Baig,Senior Engineer,2002-07-12,9999-01-01,1965-01-09
455726,Qiwen,Kriebel,Senior Staff,1992-12-12,9999-01-01,1965-01-08
455814,Giao,DuCasse,Senior Engineer,1999-07-19,9999-01-01,1965-01-28
455914,Peer,Angelopoulos,Senior Engineer,1996-07-23,9999-01-01,1965-01-01
456767,Tetsurou,Schreiter,Senior Staff,1994-07-17,9999-01-01,1965-01-24
456982,Shounak,Dratva,Senior Engineer,1997-01-05,9999-01-01,1965-01-07
457070,Gay,Plavsic,Senior Staff,1994-08-06,9999-01-01,1965-01-25
457146,Jinpo,Heyers,Staff,1999-01-07,9999-01-01,1965-01-20
457305,Sorina,Lakshmanan,Staff,1994-09-03,9999-01-01,1965-01-15
457337,Xumin,Beidas,Technique Leader,1995-04-27,9999-01-01,1965-01-31
457411,Xudong,Peck,Senior Engineer,1988-04-18,9999-01-01,1965-01-13
457489,Berna,Ranst,Senior Engineer,1992-05-14,9999-01-01,1965-01-24
457611,Indrajit,Krogh,Engineer,1998-09-18,9999-01-01,1965-01-09
457776,Florian,Siepmann,Senior Engineer,1996-12-20,9999-01-01,1965-01-15
457813,Foong,Gargeya,Senior Engineer,2000-01-24,9999-01-01,1965-01-28
457832,Jackson,Zielinski,Senior Engineer,1997-09-12,9999-01-01,1965-02-01
457938,Arch,Picco,Senior Staff,2000-06-07,9999-01-01,1965-01-14
458111,Florian,Tramer,Engineer,1999-11-07,9999-01-01,1965-01-23
458134,Thanasis,Standera,Senior Staff,1992-03-20,9999-01-01,1965-01-11
458191,George,Atchley,Staff,1997-07-02,9999-01-01,1965-01-28
458383,Mabhin,Foote,Engineer,1999-04-23,9999-01-01,1965-01-06
458726,Shahaf,Kitai,Senior Staff,1991-12-26,9999-01-01,1965-01-13
458790,Ramya,Azadmanesh,Senior Engineer,1994-11-19,9999-01-01,1965-01-17
459172,Val,Rissanen,Engineer,1999-11-20,9999-01-01,1965-01-19
459429,Mohit,Verhaegen,Senior Staff,1999-05-28,9999-01-01,1965-01-14
459356,Pramod,Wendorf,Engineer,1998-12-25,9999-01-01,1965-01-21
460691,Munehiko,Gihr,Senior Staff,1989-12-06,9999-01-01,1965-01-16
459685,Hirochika,Goldhammer,Engineer,1998-03-12,9999-01-01,1965-02-01
460131,Adly,Hambrick,Staff,1997-07-25,9999-01-01,1965-01-16
460707,Yoshinari,Lanteri,Senior Engineer,2001-12-25,9999-01-01,1965-01-07
460920,Remzi,Mitzlaff,Senior Staff,1986-04-06,9999-01-01,1965-01-22
461120,Shietung,Gelosh,Senior Engineer,2001-03-26,9999-01-01,1965-01-18
461270,Mrinalini,Mawatari,Staff,1996-01-03,9999-01-01,1965-01-10
464284,Huiqun,Henders,Senior Staff,1993-05-19,9999-01-01,1965-01-20
461801,Sumali,Cooman,Senior Staff,2000-02-16,9999-01-01,1965-01-03
462493,Paloma,Gerlach,Senior Engineer,1994-07-26,9999-01-01,1965-01-12
462795,Somnath,Cummings,Senior Staff,2002-07-10,9999-01-01,1965-01-05
463023,Itzchak,Penn,Staff,1999-01-21,9999-01-01,1965-01-06
463099,Jinxi,Schmiedel,Senior Staff,1996-09-20,9999-01-01,1965-01-15
463212,Ramya,Rossi,Senior Engineer,1987-03-02,9999-01-01,1965-01-09
463472,Jaber,Sethi,Technique Leader,1995-06-06,9999-01-01,1965-01-11
463495,Alenka,Barriga,Senior Staff,1993-05-06,9999-01-01,1965-01-28
464303,Abdelghani,Nyrup,Senior Staff,1994-08-02,9999-01-01,1965-01-22
465711,Lakshmi,Frijda,Senior Engineer,1995-04-21,9999-01-01,1965-01-06
465062,Stafford,Gist,Senior Engineer,1995-05-08,9999-01-01,1965-01-29
465076,Tokuyasu,Ghelli,Senior Engineer,1993-05-05,9999-01-01,1965-01-19
465085,Vidar,Gunderson,Senior Staff,1996-03-18,9999-01-01,1965-01-18
465409,Shahid,Varman,Senior Staff,1993-08-27,9999-01-01,1965-01-30
466367,Hiroyasu,Strandh,Senior Staff,1997-06-05,9999-01-01,1965-01-05
465501,Mrinalini,Gire,Senior Staff,2000-11-09,9999-01-01,1965-01-05
465853,Kwan,Kampfer,Staff,1998-10-16,9999-01-01,1965-01-01
465874,Herb,Picht,Engineer,1994-05-31,9999-01-01,1965-01-12
466064,Temple,Danlos,Senior Staff,1994-06-13,9999-01-01,1965-01-31
466509,Bezalel,Verhoeff,Senior Engineer,1993-03-22,9999-01-01,1965-01-26
466603,Yechezkel,Nourani,Senior Staff,1996-07-31,9999-01-01,1965-01-23
466745,Boalin,Birsak,Senior Staff,2000-10-15,9999-01-01,1965-01-26
467176,Przemyslawa,Borovoy,Senior Staff,1998-06-18,9999-01-01,1965-01-05
467269,Nahum,Lambe,Technique Leader,1989-08-31,9999-01-01,1965-01-18
467392,Mariusz,Rikino,Senior Engineer,2001-04-12,9999-01-01,1965-01-07
467441,Margareta,Bondorf,Senior Engineer,1994-11-07,9999-01-01,1965-01-13
467591,Kiyotoshi,Hennebert,Staff,1997-09-21,9999-01-01,1965-01-17
467886,Sivanarayana,Chandrasekhar,Senior Staff,1996-01-24,9999-01-01,1965-01-02
467918,Tsuneo,Skrikant,Staff,1997-10-21,9999-01-01,1965-01-03
468417,Kamakshi,Huhdanpaa,Senior Engineer,2001-08-26,9999-01-01,1965-01-25
468360,Huei,Saoudi,Technique Leader,1994-08-10,9999-01-01,1965-01-12
468659,Ranga,Lemarechal,Senior Engineer,1997-11-05,9999-01-01,1965-01-18
469253,Baruch,Basawa,Senior Engineer,2001-09-17,9999-01-01,1965-01-17
468773,Baziley,Brookner,Senior Engineer,1999-09-22,9999-01-01,1965-01-27
469104,Nadjib,Comellas,Senior Engineer,2002-04-18,9999-01-01,1965-01-21
469269,Weiyi,Codenie,Senior Engineer,1996-05-27,9999-01-01,1965-01-23
469399,Hongzhu,Ruemmler,Engineer,1999-02-14,9999-01-01,1965-01-25
469366,Aiman,Wilfing,Senior Engineer,1999-12-30,9999-01-01,1965-01-12
469735,Arif,Stranks,Senior Engineer,1992-11-16,9999-01-01,1965-01-30
469527,Halsur,Ibel,Staff,1998-03-05,9999-01-01,1965-01-24
469529,Neven,Rikino,Senior Engineer,1993-10-21,9999-01-01,1965-01-07
470456,Reuven,Oehlmann,Senior Staff,1994-03-29,9999-01-01,1965-01-13
469867,Hein,Jonsson,Senior Staff,1990-02-12,9999-01-01,1965-01-23
470472,Zhiguo,Staudhammer,Senior Engineer,1991-12-03,9999-01-01,1965-02-01
471911,Arun,Zaccaria,Engineer,1998-05-31,9999-01-01,1965-01-14
471397,Nigel,Zirintsis,Engineer,1999-01-03,9999-01-01,1965-02-01
471532,Feiyu,Decleir,Technique Leader,1998-09-13,9999-01-01,1965-01-17
471552,Basem,Lortz,Staff,1997-10-25,9999-01-01,1965-01-22
471939,Kazuhiko,Marshall,Staff,1999-11-16,9999-01-01,1965-01-27
472143,Yahiko,Sommen,Senior Staff,1996-08-14,9999-01-01,1965-01-25
472052,Godehard,Chinal,Assistant Engineer,1995-12-09,9999-01-01,1965-01-26
472950,Weidon,Fordan,Senior Engineer,1986-03-27,9999-01-01,1965-01-29
472238,Jungsoon,Gubsky,Senior Engineer,1990-10-09,9999-01-01,1965-01-31
472790,Zhenbing,Ibel,Senior Engineer,1985-10-29,9999-01-01,1965-01-23
473268,Hugo,Sgarro,Senior Staff,1992-04-24,9999-01-01,1965-01-01
473299,Khaled,Penn,Senior Staff,1999-05-20,9999-01-01,1965-01-12
473490,Pantung,Reeker,Senior Staff,1998-05-11,9999-01-01,1965-01-06
473940,Avishai,Majewski,Engineer,1998-01-10,9999-01-01,1965-01-16
474331,Sugwoo,Eugenio,Senior Staff,1991-10-06,9999-01-01,1965-01-29
475087,Genevieve,Snedden,Senior Engineer,1988-10-21,9999-01-01,1965-01-31
474763,Mayuko,Clouatre,Engineer,1997-09-04,9999-01-01,1965-01-07
474796,Zongyan,Shackel,Technique Leader,1986-11-09,9999-01-01,1965-01-10
475258,Fumiyo,Feinberg,Senior Staff,1995-11-22,9999-01-01,1965-01-10
475538,Christophe,Leaver,Staff,1998-10-31,9999-01-01,1965-01-15
475938,Shigeaki,Lanteri,Senior Engineer,1996-02-18,9999-01-01,1965-01-14
475965,Rimon,Pietracaprina,Senior Engineer,1990-07-10,9999-01-01,1965-01-02
476122,Khun,Spieker,Engineer,1995-05-07,9999-01-01,1965-01-04
476055,Girolamo,Schlumberger,Senior Staff,1998-03-07,9999-01-01,1965-01-03
476327,Reinhold,Binkley,Senior Engineer,2000-05-28,9999-01-01,1965-01-31
476361,Doohun,Preusig,Technique Leader,1985-04-13,9999-01-01,1965-01-09
477350,Terresa,Vigier,Staff,1998-07-08,9999-01-01,1965-01-01
477578,Marit,Paludetto,Senior Engineer,1998-09-30,9999-01-01,1965-01-23
477969,Bluma,Mundy,Senior Engineer,2000-10-17,9999-01-01,1965-01-18
478007,Fumino,Narahara,Senior Engineer,2000-09-20,9999-01-01,1965-01-06
478170,Doowon,Schoegge,Engineer,2001-05-29,9999-01-01,1965-01-22
478439,Yuichiro,Bale,Technique Leader,1997-11-04,9999-01-01,1965-01-15
478768,Arun,Katzenelson,Senior Engineer,1997-10-27,9999-01-01,1965-01-03
478799,Shaw,Borovoy,Senior Staff,1991-05-11,9999-01-01,1965-01-18
478833,Pradeep,Valiente,Senior Engineer,1998-09-19,9999-01-01,1965-01-30
478858,Hidekazu,Perna,Staff,1999-11-08,9999-01-01,1965-01-20
478218,Djenana,Erol,Engineer,1999-01-31,9999-01-01,1965-01-02
479407,Randi,Tomescu,Senior Engineer,2000-11-25,9999-01-01,1965-01-18
479024,Ewing,Kalorkoti,Engineer,1996-12-21,9999-01-01,1965-01-03
479601,Kayoko,Bahi,Staff,1997-02-19,9999-01-01,1965-01-19
480035,Sukumar,Georg,Senior Staff,1998-03-27,9999-01-01,1965-01-26
479695,Masamitsu,Murrill,Senior Staff,2002-06-27,9999-01-01,1965-01-06
480178,Uinam,Rahier,Senior Staff,1996-02-10,9999-01-01,1965-01-03
480066,Suebskul,Menhardt,Senior Engineer,1999-07-26,9999-01-01,1965-01-31
480407,Deniz,Bennis,Senior Engineer,1996-06-24,9999-01-01,1965-01-01
480268,Gaurav,Cheshire,Technique Leader,1989-03-30,9999-01-01,1965-01-18
481050,Weiru,Burnard,Senior Staff,1999-10-15,9999-01-01,1965-01-16
481397,Luisa,Chelton,Assistant Engineer,1998-08-13,9999-01-01,1965-01-31
481213,Shigehiro,Haldar,Senior Staff,1999-12-14,9999-01-01,1965-01-08
481764,Teiji,Marrakchi,Senior Engineer,1986-08-26,9999-01-01,1965-01-27
481790,Haldun,Erie,Senior Engineer,1996-09-12,9999-01-01,1965-01-22
482335,Kwangyoen,Peck,Engineer,1994-01-16,9999-01-01,1965-01-26
482354,Jayson,Zockler,Staff,1999-11-06,9999-01-01,1965-01-23
482755,Jouni,Conia,Senior Staff,1999-10-31,9999-01-01,1965-01-03
482905,Aral,Hebden,Senior Staff,1991-09-10,9999-01-01,1965-01-16
482885,Shaunak,Brizzi,Senior Engineer,2000-09-01,9999-01-01,1965-01-29
482944,Duke,Journel,Senior Staff,1997-10-25,9999-01-01,1965-01-26
483401,Rosita,Pokrovskii,Senior Staff,1996-08-03,9999-01-01,1965-01-10
483978,Dung,Tanemo,Senior Staff,1995-01-28,9999-01-01,1965-01-24
483675,Hausi,Kamber,Senior Engineer,1993-02-15,9999-01-01,1965-01-22
484498,Herbert,Hammerschmidt,Senior Engineer,2001-08-22,9999-01-01,1965-01-26
483825,Marek,Mitchem,Senior Engineer,1992-11-20,9999-01-01,1965-01-22
483838,Sham,Kavanagh,Assistant Engineer,1997-12-18,9999-01-01,1965-01-03
484126,Manton,Lueh,Senior Staff,1989-04-07,9999-01-01,1965-01-05
484142,Perry,Cooman,Senior Staff,1993-04-22,9999-01-01,1965-01-05
484756,Phule,Ruemmler,Senior Engineer,1996-08-08,9999-01-01,1965-01-16
485489,Keiichiro,Armand,Senior Engineer,1996-12-13,9999-01-01,1965-01-01
485253,Gladys,Parhami,Senior Staff,1996-07-20,9999-01-01,1965-01-14
486068,Yefim,Bernardeschi,Senior Staff,2001-06-26,9999-01-01,1965-01-11
485577,Rafael,Menhoudj,Senior Engineer,1997-04-27,9999-01-01,1965-01-30
485579,Munehiro,Iwayama,Senior Engineer,1992-12-15,9999-01-01,1965-01-18
485799,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,9999-01-01,1965-01-27
485817,Mahmut,Bolotov,Engineer,1995-01-10,9999-01-01,1965-01-29
486808,Geoffrey,Siochi,Senior Engineer,1998-12-27,9999-01-01,1965-01-05
486956,Matt,Ruemmler,Engineer,1993-10-14,9999-01-01,1965-01-01
486958,Tonny,Kropf,Senior Engineer,1992-07-29,9999-01-01,1965-01-06
487008,Zhigen,Raney,Senior Staff,1993-05-26,9999-01-01,1965-01-22
486918,Yagil,Remmers,Senior Staff,1994-11-01,9999-01-01,1965-01-18
487988,Ekawit,Schaft,Senior Staff,1999-05-20,9999-01-01,1965-01-05
487505,Uno,Jayawardene,Senior Staff,1993-11-01,9999-01-01,1965-01-20
488142,Denis,Narlikar,Senior Staff,1997-06-30,9999-01-01,1965-01-05
488095,Francoise,Hegner,Senior Staff,1997-12-23,9999-01-01,1965-01-24
488540,Breannda,Maquelin,Senior Staff,1996-04-12,9999-01-01,1965-01-22
488482,Kensyu,Tsunoo,Engineer,1999-12-05,9999-01-01,1965-01-30
488619,Georgy,Bennis,Engineer,1998-04-11,9999-01-01,1965-01-25
488693,Jiong,Zultner,Senior Engineer,1993-03-10,9999-01-01,1965-01-27
488707,Mihalis,Remmers,Senior Staff,1996-02-29,9999-01-01,1965-01-16
488752,Nimmagadda,Baja,Senior Staff,2002-02-09,9999-01-01,1965-01-23
488788,Wuxu,Garigliano,Senior Staff,1997-09-21,9999-01-01,1965-01-12
489755,Matk,Chorvat,Senior Staff,2000-12-29,9999-01-01,1965-01-14
488984,Kendra,Junet,Senior Staff,1993-02-28,9999-01-01,1965-01-18
489756,Kersti,Miculan,Senior Staff,1999-06-10,9999-01-01,1965-01-01
489928,Satoru,Janetzko,Assistant Engineer,1997-07-26,9999-01-01,1965-01-28
490551,Lalit,Lindqvist,Engineer,1998-11-07,9999-01-01,1965-01-01
490557,Luise,Vigier,Senior Engineer,2001-07-01,9999-01-01,1965-01-27
490568,Zita,Reistad,Senior Engineer,1998-07-23,9999-01-01,1965-01-01
490720,Younwoo,Samarati,Senior Engineer,1996-08-19,9999-01-01,1965-01-19
491079,Kwangsub,Keirsey,Senior Engineer,1992-02-04,9999-01-01,1965-01-06
491162,Panayotis,Hempstead,Senior Engineer,1994-08-29,9999-01-01,1965-01-14
491596,Charmane,Pargas,Senior Engineer,1993-07-29,9999-01-01,1965-01-21
491478,Gill,Varman,Senior Staff,1996-06-18,9999-01-01,1965-01-16
492000,Valeska,Cools,Senior Staff,1999-12-16,9999-01-01,1965-01-10
492052,Udo,Ratnakar,Staff,1999-11-30,9999-01-01,1965-01-11
492217,Heekeun,Verhaegen,Senior Engineer,1991-09-28,9999-01-01,1965-01-16
491632,Gadiel,Perly,Senior Staff,1994-10-20,9999-01-01,1965-01-01
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,9999-01-01,1965-01-14
492639,Sanjoy,Porenta,Engineer,1997-07-10,9999-01-01,1965-01-30
492677,Goetz,McAffer,Senior Engineer,1994-02-04,9999-01-01,1965-01-26
493031,Hironoby,Jakobus,Senior Staff,1996-07-29,9999-01-01,1965-01-23
493048,Muzhong,Berztiss,Senior Staff,2001-01-22,9999-01-01,1965-01-31
494493,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01,1965-01-10
493096,Sachem,Msuda,Engineer,1995-04-07,9999-01-01,1965-01-31
494019,Morrie,Iisaku,Senior Staff,1999-05-06,9999-01-01,1965-01-16
494088,Phule,Dahlbom,Senior Engineer,1997-02-06,9999-01-01,1965-01-10
494995,Yongmao,Pouyioutas,Senior Staff,1996-08-24,9999-01-01,1965-01-04
496100,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01,1965-01-07
497835,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01,1965-01-29
496970,Giordano,Maquelin,Senior Engineer,1999-12-31,9999-01-01,1965-01-03
496978,Danco,Debuse,Senior Staff,1998-09-10,9999-01-01,1965-01-30
497007,Oldrich,Adachi,Senior Engineer,2002-04-03,9999-01-01,1965-01-23
497174,Sanjiv,Bressoud,Senior Engineer,1998-04-27,9999-01-01,1965-01-02
497340,Fayez,Keohane,Senior Staff,1990-09-19,9999-01-01,1965-01-06
497391,Paris,Lieblein,Engineer,1999-05-19,9999-01-01,1965-01-30
498456,Geraldo,Gerteisen,Senior Staff,1993-06-04,9999-01-01,1965-01-17
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,9999-01-01,1965-01-19
498337,Naraig,Docker,Staff,1997-05-17,9999-01-01,1965-01-30
498635,Florian,Pezzoli,Senior Staff,1997-07-22,9999-01-01,1965-01-09
498838,Sanjay,Ciolek,Senior Staff,1998-12-13,9999-01-01,1965-01-16
498845,Arumugam,Pelc,Senior Engineer,1999-11-13,9999-01-01,1965-01-09
498955,Nechama,Kandlur,Senior Engineer,2002-01-16,9999-01-01,1965-01-13
499194,Padma,Delgrange,Senior Staff,1998-01-02,9999-01-01,1965-01-29
499260,Danae,Honglei,Engineer,1998-09-14,9999-01-01,1965-01-11
499495,Baoqiu,Kakkar,Engineer,1999-08-30,9999-01-01,1965-01-14
